volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
0.005662022887405248,^GDAXI,1,-1.482668437995327,-0.12714669429160513,31/3/2009,Q1 2009,5
0.007717757001099072,^GDAXI,0,1.3744695684362664,-0.12714669423571212,30/6/2009,Q2 2009,5
-0.23284965268615523,^GDAXI,0,1.4004759400593019,-0.12714669420285382,30/9/2009,Q3 2009,5
-0.299194885314098,^GDAXI,0,0.26413815263383844,-0.12714669400277898,31/12/2009,Q4 2009,5
-0.27750206441717634,^GDAXI,0,0.11765571009333403,-0.12714669399251796,31/3/2010,Q1 2010,5
-0.3965846524770937,^GDAXI,0,-0.43522764242342865,-0.1271466939333537,30/6/2010,Q2 2010,5
-0.5038492163495417,^GDAXI,0,0.21564663003075854,-0.12714669429513734,30/9/2010,Q3 2010,5
-0.48039562464933827,^GDAXI,0,0.788993713822455,-0.1271466941353148,31/12/2010,Q4 2010,5
-0.3787147155632878,^GDAXI,0,-0.008942916304438442,-0.12714669391676348,31/3/2011,Q1 2011,5
-0.3479356311382913,^GDAXI,0,0.24522559417196899,-0.12714669391002384,30/6/2011,Q2 2011,5
-0.3513443104800792,^GDAXI,1,-2.382207018028682,-0.12714669369709342,30/9/2011,Q3 2011,5
-0.20264802095715198,^GDAXI,0,0.4583352597035836,-0.12714669425109393,31/12/2011,Q4 2011,5
-0.18268433945482168,^GDAXI,0,1.3792020086389447,-0.12714669403997833,31/3/2012,Q1 2012,5
-0.2412041739500363,^GDAXI,0,-0.834293340201438,-0.1271466941694639,30/6/2012,Q2 2012,5
-0.3364763116177505,^GDAXI,0,0.9167368495065965,-0.1271466941264538,30/9/2012,Q3 2012,5
-0.35905962608706427,^GDAXI,0,0.30918995453222703,-0.12714669424744657,31/12/2012,Q4 2012,5
-0.34906855141121085,^GDAXI,0,0.040215212558971924,-0.12714669393614678,31/3/2013,Q1 2013,5
-0.29312779295166236,^GDAXI,0,0.014063539881034112,-0.1271466942250219,30/6/2013,Q2 2013,5
-0.38632370807164557,^GDAXI,0,0.526019003055477,-0.12714669420611857,30/9/2013,Q3 2013,5
-0.3607990047681856,^GDAXI,0,0.8015671239894748,-0.12714669421258168,31/12/2013,Q4 2013,5
-0.26911375176798824,^GDAXI,0,-0.16566123546045683,-0.1271466939451805,31/3/2014,Q1 2014,5
-0.2771491263088338,^GDAXI,0,0.08354614373920935,-0.1271466941847419,30/6/2014,Q2 2014,5
-0.36444424796651637,^GDAXI,0,-0.4868764971985907,-0.1271466940750587,30/9/2014,Q3 2014,5
-0.4730677764892737,^GDAXI,0,0.13544889647327324,-0.12714669389767339,31/12/2014,Q4 2014,5
-0.35220768058950047,^GDAXI,0,1.7501497747808603,-0.12714669406817644,31/3/2015,Q1 2015,5
-0.01017527889958215,^GDAXI,0,-0.9124015850126869,-0.12714669414824828,30/6/2015,Q2 2015,5
0.032918218766790464,^GDAXI,1,-1.1913141108486103,-0.12714669395602116,30/9/2015,Q3 2015,5
-0.10906519321108583,^GDAXI,0,0.8069859509761432,-0.12714669419568153,31/12/2015,Q4 2015,5
-0.1352011372149396,^GDAXI,0,-0.7994499695508618,-0.12714669392574932,31/3/2016,Q1 2016,5
-0.1810425016156121,^GDAXI,0,-0.41854321928446114,-0.1271466941671007,30/6/2016,Q2 2016,5
-0.3092558126870775,^GDAXI,0,0.5785817598319349,-0.12714669413046387,30/9/2016,Q3 2016,5
-0.3379205562526834,^GDAXI,0,0.6347516880252586,-0.12714669404468673,31/12/2016,Q4 2016,5
-0.22612202931756567,^GDAXI,0,0.4619683957796428,-0.1271466940996073,31/3/2017,Q1 2017,5
-0.085774451886425,^GDAXI,0,-0.1604150590858418,-0.1271466940970537,30/6/2017,Q2 2017,5
-0.12142990483183241,^GDAXI,0,0.18690799409808764,-0.12714669413854474,30/9/2017,Q3 2017,5
-0.2576123358767207,^GDAXI,0,-0.10880465918164203,-0.12714669407683132,31/12/2017,Q4 2017,5
-0.36791655244616095,^GDAXI,0,-0.7225997172680585,-0.12714669384592267,31/3/2018,Q1 2018,5
-0.3999717764975487,^GDAXI,0,-0.018399583132600292,-0.1271466941432543,30/6/2018,Q2 2018,5
-0.40567880063121803,^GDAXI,0,-0.21103095418560072,-0.12714669419514252,30/9/2018,Q3 2018,5
-0.3223893478610555,^GDAXI,0,-1.3694471855141632,-0.12714669403883927,31/12/2018,Q4 2018,5
-0.19713392099593394,^GDAXI,0,0.6286604190447277,-0.12714669412618093,31/3/2019,Q1 2019,5
-0.22645289074062447,^GDAXI,0,0.4904504075077468,-0.1271466940275159,30/6/2019,Q2 2019,5
-0.30081813978962685,^GDAXI,0,-0.14851149531777022,-0.1271466940893487,30/9/2019,Q3 2019,5
-0.25309444310769647,^GDAXI,0,0.4062567120293991,-0.12714669419579533,31/12/2019,Q4 2019,5
-0.6342883786545063,^GSPC,0,1.0095760884023777,-0.1271466940364019,31/3/1998,Q1 1998,6
-0.6326808283556707,^GSPC,0,0.08461140899024087,-0.12714669406767612,30/6/1998,Q2 1998,6
-0.6308839801460463,^GSPC,1,-1.066557172273206,-0.1271466939290239,30/9/1998,Q3 1998,6
-0.6384668830444555,^GSPC,0,1.648449723580707,-0.1271466940683721,31/12/1998,Q4 1998,6
-0.635077455140509,^GSPC,0,0.23580078870688304,-0.12714669404310716,31/3/1999,Q1 1999,6
-0.614708738705447,^GSPC,0,0.41552987552314785,-0.12714669405170492,30/6/1999,Q2 1999,6
-0.6052405211436661,^GSPC,0,-0.740144101068374,-0.1271466941255301,30/9/1999,Q3 1999,6
